Customer_Id,First_Name,Last_Name,Company,City,Country,Phone_1,Phone_2,Email,Subscription_Date,Website
CUST-0028,Can,Sahin,Sun Trade,Antalya,United Kingdom,+90 544 443 50 79,+90 529 336 59 98,CAN.SAHIN28@EXAMPLE.COM,2023-10-11,www.suntrade.com
CUST-0029,Fatma,Kaya,  Artemis Ltd  ,Konya,British Indian Ocean Territory (Chagos Archipelago),+90 599 120 83 58,+90 555 405 59 63,fatma.kaya29@example.com,2024-02-22,www.artemisltd.com
CUST-0030,Ece,Sahin,Artemis Ltd,Konya,British Indian Ocean Territory (Chagos Archipelago),+90 526 737 78 13,,ece.sahin30@example.com,2023-08-13,www.artemisltd.com
CUST-0031,AYŞE,Koc,Blue Market,Samsun,British Indian Ocean Territory (Chagos Archipelago),+90 545 870 63 42,,ayşe.koc31@example.com,2024-04-17,www.bluemarket.com
CUST-0032,  Ali  ,Arslan,  Blue Market  ,Istanbul,Germany,+90 589 256 40 26,+90 524 677 37 69,ali.arslan32@example.com,2024-10-27,www.bluemarket.com
CUST-0033,Mehmet,POLAT,Pixel House,Istanbul,Azerbaijan,+90 558 506 35 19,+90 590 348 23 99,mehmet.polat33@example.com,2023-04-28,www.pixelhouse.com
,Ece,Kaya,Pixel House,  Adana  ,Netherlands,+90 523 543 56 91,,ece.kaya34@example.com,2023-02-12,www.pixelhouse.com
CUST-0035,Mehmet,Ozturk,Sun Trade,Samsun,United Kingdom,+90 551 972 41 21,+90 567 349 69 82,mehmet.ozturk35@example.com,2023-10-04,www.suntrade.com
CUST-0036,Ali,Aydin,Delta Soft,Antalya,United Kingdom,+90 581 110 76 34,+90 562 600 81 40,ali.aydin36@example.com,2023-07-06,www.deltasoft.com
CUST-0037,Zeynep,Aydin,NOVA TECH,Adana,Azerbaijan,+90 580 438 55 99,+90 549 357 39 25,zeynep.aydin37@example.com,2023-04-06,www.novatech.com
CUST-0038,SELIN,Ozturk,Sun Trade,Antalya,BRITISH INDIAN OCEAN TERRITORY (CHAGOS ARCHIPELAGO),+90 539 469 32 48,+90 578 229 45 15,selin.ozturk38@example.com,2023-07-09,www.suntrade.com
CUST-0039,  Selin  ,  Demir  ,Sun Trade,Samsun,Germany,+90 542 982 71 24,,  selin.demir39@example.com  ,2024-05-17,www.suntrade.com
CUST-0040,Ahmet,Yilmaz,  Blue Market  ,  Bursa  ,British Indian Ocean Territory (Chagos Archipelago),+90 586 909 89 38,,ahmet.yilmaz40@example.com,2023-06-02,www.bluemarket.com
CUST-0041,Can,  Polat  ,Artemis Ltd,Ankara,Germany,+90 543 776 20 30,+90 580 176 30 10,zeynep.celik42@example.com,2023-11-09,www.artemisltd.com
CUST-0042,Zeynep,Celik,Nova Tech,Ankara,France,+90 590 703 94 35,+90 579 330 92 29,zeynep.celik42@example.com,2023-08-26,www.novatech.com
CUST-0043,Ayşe,Yilmaz,Blue Market,  Samsun  ,United Kingdom,+90 561 378 74 79,+90 520 712 15 65,ayşe.yilmaz43@example.com,2023-11-11,www.bluemarket.com
CUST-0044,Ali,Kaya,Blue Market,Antalya,British Indian Ocean Territory (Chagos Archipelago),+90 570 631 93 66,,ALI.KAYA44@EXAMPLE.COM,2024-11-21,www.bluemarket.com
CUST-0045,Ece,Koc,Sun Trade,Adana,BRITISH INDIAN OCEAN TERRITORY (CHAGOS ARCHIPELAGO),+90 562 810 73 46,,ece.koc45@example.com,2024-05-18,www.suntrade.com
CUST-0046,Ali,  Aydin  ,Nova Tech,Istanbul,Azerbaijan,+90 516 292 76 56,+90 573 740 66 16,ALI.AYDIN46@EXAMPLE.COM,2023-11-19,www.novatech.com
CUST-0047,Deniz,Demir,  Delta Soft  ,Bursa,France,+90 580 517 21 38,,deniz.demir47@example.com,2024-03-24,www.deltasoft.com
CUST-0048,Ayşe,Demir,Artemis Ltd,SAMSUN,  Azerbaijan  ,+90 534 713 75 27,,ayşe.demir48@example.com,2023-10-26,www.artemisltd.com
CUST-0049,Murat,Arslan,Pixel House,Samsun,Netherlands,+90 554 440 80 79,+90 551 990 34 99,MURAT.ARSLAN49@EXAMPLE.COM,2023-10-01,www.pixelhouse.com
CUST-0050,Murat,Sahin,Artemis Ltd,Konya,United Kingdom,+90 593 255 73 14,+90 585 439 22 66,MURAT.SAHIN50@EXAMPLE.COM,2023-02-14,www.artemisltd.com
CUST-0051,Zeynep,Yilmaz,SUN TRADE,Samsun,France,+90 598 507 93 20,,zeynep.yilmaz51@example.com,2023-05-28,www.suntrade.com
CUST-0052,Murat,  Arslan  ,  Sun Trade  ,Antalya,  United Kingdom  ,+90 522 878 91 22,+90 598 406 13 15,  murat.arslan52@example.com  ,2024-05-14,www.suntrade.com
CUST-0053,ELIF,Arslan,Artemis Ltd,IZMIR,Turkey,+90 558 734 97 40,+90 584 246 39 69,elif.arslan53@example.com,2023-05-30,www.artemisltd.com
CUST-0054,Ahmet,YILMAZ,Artemis Ltd,Adana,France,+90 564 806 42 68,,AHMET.YILMAZ54@EXAMPLE.COM,2023-10-22,www.artemisltd.com
CUST-0055,Murat,Aydin,Nova Tech,  Antalya  ,British Indian Ocean Territory (Chagos Archipelago),+90 545 108 82 97,,murat.aydin55@example.com,2023-08-31,www.novatech.com
CUST-0056,Selin,Aydin,Delta Soft,Antalya,United Kingdom,+90 597 958 27 90,+90 590 761 15 49,  selin.aydin56@example.com  ,2023-08-24,www.deltasoft.com
CUST-0057,Elif,Demir,NOVA TECH,Adana,France,+90 542 944 71 47,,elif.demir57@example.com,2023-10-30,www.novatech.com
CUST-0058,Ayşe,Demir,Blue Market,  Adana  ,  Netherlands  ,+90 578 226 68 57,,ayşe.demir58@example.com,2024-11-23,www.bluemarket.com
CUST-0059,AHMET,  Arslan  ,Nova Tech,Adana,Germany,+90 591 943 69 99,+90 562 219 27 15,ahmet.arslan59@example.com,2024-11-22,www.novatech.com
CUST-0060,Zeynep,  Kaya  ,Nova Tech,Konya,UNITED KINGDOM,+90 563 770 22 72,+90 545 133 98 57,ZEYNEP.KAYA60@EXAMPLE.COM,2023-08-29,www.novatech.com
CUST-0061,Zeynep,Sahin,Delta Soft,   izmir,FRANCE,+90 525 968 68 21,,zeynep.sahin61@example.com,2023-04-12,www.deltasoft.com
CUST-0062,Ali,Yilmaz,DELTA SOFT,IZMIR   ,British Indian Ocean Territory (Chagos Archipelago),+90 552 892 28 86,+90 528 233 79 42,ali.yilmaz62@example.com,2023-09-07,www.deltasoft.com
CUST-0063,Ali,DEMIR,Nova Tech,Izmir,Germany,+90 577 216 18 70,+90 556 625 85 23,ali.demir63@example.com,2024-01-02,www.novatech.com
CUST-0064,Ece,Yilmaz,Sun Trade,Istanbul,British Indian Ocean Territory (Chagos Archipelago),+90 597 210 72 66,+90 520 429 87 28,ECE.YILMAZ64@EXAMPLE.COM,2024-11-05,www.suntrade.com
CUST-0065,Can,Polat,Sun Trade,Antalya,Azerbaijan,+90 599 217 93 93,,can.polat65@example.com,2024-08-22,www.suntrade.com
CUST-0066,Murat,Aydin,Blue Market,Ankara,France,+90 557 256 97 70,+90 520 195 65 22,murat.aydin66@example.com,2024-02-28,www.bluemarket.com
CUST-0067,Mehmet,Ozturk,Nova Tech,Konya,United Kingdom,+90 564 988 16 46,+90 555 206 83 74,MEHMET.OZTURK67@EXAMPLE.COM,2024-08-23,www.novatech.com
CUST-0068,Ahmet,Aydin,  Blue Market  ,Antalya,British Indian Ocean Territory (Chagos Archipelago),+90 581 885 89 88,,ahmet.aydin68@example.com,2023-04-21,www.bluemarket.com
CUST-0069,Ahmet,Celik,Nova Tech,  Adana  ,  British Indian Ocean Territory (Chagos Archipelago)  ,+90 594 510 18 28,,  ahmet.celik69@example.com  ,2023-07-04,www.novatech.com
CUST-0070,Deniz,SAHIN,Artemis Ltd,Adana,Azerbaijan,+90 516 259 30 89,+90 520 378 66 94,deniz.sahin70@example.com,2024-03-05,www.artemisltd.com
CUST-0071,  Murat  ,Celik,Blue Market,Samsun,  Turkey  ,+90 560 713 17 10,+90 537 885 27 42,murat.celik71@example.com,2024-06-08,www.bluemarket.com
CUST-0072,Zeynep,Koc,Blue Market,  Adana  ,British Indian Ocean Territory (Chagos Archipelago),+90 565 119 68 19,,zeynep.koc72@example.com,2023-05-13,www.bluemarket.com
CUST-0073,Selin,Koc,DELTA SOFT,Samsun,  France  ,+90 523 349 65 85,+90 520 505 49 53,SELIN.KOC73@EXAMPLE.COM,2023-04-28,www.deltasoft.com
CUST-0074,  Mehmet  ,Kaya,Pixel House,Adana,British Indian Ocean Territory (Chagos Archipelago),+90 528 341 23 28,+90 532 716 29 93,MEHMET.KAYA74@EXAMPLE.COM,2024-10-10,www.pixelhouse.com
CUST-0075,Ahmet,Aydin,Artemis Ltd,Adana,United Kingdom,+90 566 169 70 66,+90 545 705 17 55,ahmet.aydin75@example.com,2024-07-31,www.artemisltd.com
CUST-0076,Zeynep,  Yilmaz  ,Nova Tech,Ankara,Azerbaijan,+90 584 667 15 67,,zeynep.yilmaz76@example.com,2024-01-13,www.novatech.com
CUST-0077,Ece,Aydin,Pixel House,Adana,Turkey,+90 532 140 41 66,,ece.aydin77@example.com,2023-06-04,www.pixelhouse.com
CUST-0078,Elif,Arslan,Delta Soft,  Adana  ,Turkey,+90 559 390 42 94,,elif.arslan78@example.com,2024-02-01,www.deltasoft.com
CUST-0079,Ayşe,Polat,Sun Trade,  Konya  ,United Kingdom,+90 549 672 58 92,,ayşe.polat79@example.com,2023-05-25,www.suntrade.com
CUST-0080,Selin,Ozturk,  Nova Tech  ,ANTALYA,Germany,+90 572 296 38 27,+90 547 964 22 74,selin.ozturk80@example.com,2024-10-23,www.novatech.com
CUST-0081,Deniz,Yilmaz,Sun Trade,IZMIR,British Indian Ocean Territory (Chagos Archipelago),+90 589 928 31 66,+90 556 792 40 66,deniz.yilmaz81@example.com,2023-12-11,www.suntrade.com
CUST-0082,Zeynep,Sahin,Pixel House,Bursa,Azerbaijan,+90 569 887 46 58,+90 563 265 35 87,ZEYNEP.SAHIN82@EXAMPLE.COM,2023-09-02,www.pixelhouse.com
CUST-0083,Can,Yilmaz,  Sun Trade  ,Ankara,BRITISH INDIAN OCEAN TERRITORY (CHAGOS ARCHIPELAGO),+90 567 625 28 65,+90 538 936 67 54,can.yilmaz83@example.com,2024-05-07,www.suntrade.com
CUST-0084,Murat,  Ozturk  ,DELTA SOFT,Adana,British Indian Ocean Territory (Chagos Archipelago),+90 552 910 28 27,+90 570 812 27 70,  murat.ozturk84@example.com  ,2023-08-30,www.deltasoft.com
CUST-0085,Ayşe,Yilmaz,Delta Soft,  Konya  ,FRANCE,+90 525 148 40 63,+90 589 568 18 24,ayşe.yilmaz85@example.com,2023-08-09,www.deltasoft.com
CUST-0086,Deniz,Yilmaz,Sun Trade,Istanbul,Germany,+90 533 780 95 20,+90 556 169 77 79,deniz.yilmaz86@example.com,2024-06-11,www.suntrade.com
CUST-0087,  Deniz  ,Yilmaz,Artemis Ltd,Istanbul,Turkey,+90 594 743 23 84,,  deniz.yilmaz87@example.com  ,2024-04-26,www.artemisltd.com
CUST-0088,Deniz,Arslan,Sun Trade,Samsun,  British Indian Ocean Territory (Chagos Archipelago)  ,+90 568 137 47 35,+90 535 142 50 49,deniz.arslan88@example.com,2023-06-29,www.suntrade.com
CUST-0089,Deniz,AYDIN,Delta Soft,Istanbul,France,+90 557 547 61 66,,deniz.aydin89@example.com,2023-02-07,www.deltasoft.com
CUST-0090,Zeynep,  Aydin  ,Delta Soft,Konya,BRITISH INDIAN OCEAN TERRITORY (CHAGOS ARCHIPELAGO),+90 547 428 23 20,+90 547 413 67 87,zeynep.aydin90@example.com,2024-06-15,www.deltasoft.com
CUST-0091,Zeynep,Arslan,Artemis Ltd,Konya,British Indian Ocean Territory (Chagos Archipelago),+90 519 787 91 61,+90 596 263 13 28,zeynep.arslan91@example.com,2023-02-13,www.artemisltd.com
CUST-0092,ZEYNEP,Yilmaz,Blue Market,Istanbul,United Kingdom,+90 557 480 66 19,+90 577 475 60 50,zeynep.yilmaz92@example.com,2023-03-10,www.bluemarket.com
CUST-0093,Ayşe,Yilmaz,Sun Trade,Antalya,United Kingdom,+90 588 392 98 72,+90 527 973 19 67,AYŞE.YILMAZ93@EXAMPLE.COM,2023-07-10,www.suntrade.com
CUST-0094,Selin,Aydin,Nova Tech,Ankara,France,+90 530 828 99 91,+90 556 620 38 25,selin.aydin94@example.com,2024-11-29,www.novatech.com
CUST-0095,Fatma,Aydin,Nova Tech,Izmir,  Turkey  ,+90 560 834 71 77,+90 562 943 83 19,FATMA.AYDIN95@EXAMPLE.COM,2024-01-05,www.novatech.com
CUST-0096,Elif,Kaya,Artemis Ltd,Izmir,Germany,+90 517 951 25 76,+90 531 265 51 38,elif.kaya96@example.com,2024-04-22,www.artemisltd.com
CUST-0097,Can,Kaya,  Delta Soft  ,Antalya,Turkey,+90 531 706 84 29,+90 589 837 87 53,can.kaya97@example.com,2023-07-21,www.deltasoft.com
CUST-0098,Ali,Kaya,NOVA TECH,Konya,Turkey,+90 590 658 47 92,,ali.kaya98@example.com,2024-10-18,www.novatech.com
CUST-0099,  Ahmet  ,  Koc  ,Delta Soft,Samsun,France,+90 550 982 50 54,,AHMET.KOC99@EXAMPLE.COM,2024-04-09,www.deltasoft.com
CUST-0100,Elif,Ozturk,Pixel House,  Bursa  ,Turkey,+90 559 984 88 63,+90 530 933 51 83,elif.ozturk100@example.com,2023-04-19,www.pixelhouse.com
CUST-0101,Mehmet,Aydin,  Pixel House  ,Konya,GERMANY,+90 555 149 16 46,+90 593 788 70 46,mehmet.aydin101@example.com,2024-04-23,www.pixelhouse.com
CUST-0102,Murat,Demir,Delta Soft,Bursa,  France  ,+90 574 561 80 45,,murat.demir102@example.com,2024-01-10,www.deltasoft.com
CUST-0103,Mehmet,Kaya,Artemis Ltd,IZMIR,Azerbaijan,+90 515 146 14 27,,mehmet.kaya103@example.com,2024-01-18,www.artemisltd.com
CUST-0104,Mehmet,Polat,PIXEL HOUSE,Antalya,Azerbaijan,+90 578 601 82 48,+90 512 477 52 96,MEHMET.POLAT104@EXAMPLE.COM,2023-05-24,www.pixelhouse.com
CUST-0105,  Murat  ,Polat,Delta Soft,Bursa,Azerbaijan,+90 577 744 89 58,+90 597 348 14 83,murat.polat105@example.com,2024-10-06,www.deltasoft.com
CUST-0106,ALI,Aydin,Delta Soft,Samsun,United Kingdom,+90 527 631 36 81,+90 594 589 77 58,ali.aydin106@example.com,2024-03-04,www.deltasoft.com
CUST-0107,Deniz,Arslan,Pixel House,Antalya,Germany,+90 545 671 48 38,,deniz.arslan107@example.com,2023-12-29,www.pixelhouse.com
CUST-0108,Selin,Sahin,Sun Trade,Antalya,Azerbaijan,+90 558 504 54 28,+90 546 831 20 54,selin.sahin108@example.com,2024-05-15,www.suntrade.com
CUST-0109,Selin,Aydin,Blue Market,  Antalya  ,Azerbaijan,+90 540 348 16 95,,SELIN.AYDIN109@EXAMPLE.COM,2023-07-26,www.bluemarket.com
CUST-0110,Fatma,Yilmaz,Nova Tech,  Izmir  ,Azerbaijan,+90 530 516 93 70,+90 535 874 46 51,  fatma.yilmaz110@example.com  ,2024-02-28,www.novatech.com
CUST-0111,Ayşe,Polat,  Blue Market  ,Izmir,BRITISH INDIAN OCEAN TERRITORY (CHAGOS ARCHIPELAGO),+90 514 956 60 73,+90 547 997 14 11,ayşe.polat111@example.com,2024-07-01,www.bluemarket.com
CUST-0112,Elif,Celik,Artemis Ltd,Samsun,  British Indian Ocean Territory (Chagos Archipelago)  ,+90 530 848 68 92,+90 533 114 53 47,elif.celik112@example.com,2024-10-18,www.artemisltd.com
CUST-0113,Mehmet,Polat,  Sun Trade  ,ANKARA,Germany,+90 541 106 43 59,+90 544 437 48 84,  mehmet.polat113@example.com  ,2024-02-20,www.suntrade.com
CUST-0114,  Ahmet  ,  Arslan  ,Sun Trade,Konya,United Kingdom,+90 598 220 91 47,+90 538 324 27 71,AHMET.ARSLAN114@EXAMPLE.COM,2023-08-30,www.suntrade.com
CUST-0115,Selin,Polat,Delta Soft,Bursa,United Kingdom,+90 520 638 67 77,,SELIN.POLAT115@EXAMPLE.COM,2024-03-01,www.deltasoft.com
CUST-0116,Ece,KAYA,Nova Tech,Izmir,Azerbaijan,+90 597 310 84 72,+90 575 556 17 68,ECE.KAYA116@EXAMPLE.COM,2024-07-14,www.novatech.com
CUST-0117,Murat,Aydin,Pixel House,Istanbul,  British Indian Ocean Territory (Chagos Archipelago)  ,+90 537 692 19 15,+90 599 165 79 17,  murat.aydin117@example.com  ,2023-03-01,www.pixelhouse.com
CUST-0118,ZEYNEP,  Yilmaz  ,Delta Soft,Konya,Netherlands,+90 558 484 20 97,,zeynep.yilmaz118@example.com,2024-02-23,www.deltasoft.com
CUST-0119,Elif,  Kaya  ,Blue Market,Istanbul,France,+90 579 534 78 58,,ELIF.KAYA119@EXAMPLE.COM,2024-07-04,www.bluemarket.com
CUST-0120,Elif,Demir,  Delta Soft  ,Konya,TURKEY,+90 518 203 86 14,+90 596 820 16 41,elif.demir120@example.com,2023-07-13,www.deltasoft.com
CUST-0121,  Fatma  ,Ozturk,BLUE MARKET,Adana,British Indian Ocean Territory (Chagos Archipelago),+90 551 342 48 28,,fatma.ozturk121@example.com,2023-02-27,www.bluemarket.com
CUST-0122,Can,Yilmaz,Pixel House,Konya,Turkey,+90 592 787 58 77,+90 563 518 29 48,can.yilmaz122@example.com,2024-08-28,www.pixelhouse.com
CUST-0123,Zeynep,  Sahin  ,Blue Market,Istanbul,Netherlands,+90 527 497 41 42,+90 592 180 67 57,ZEYNEP.SAHIN123@EXAMPLE.COM,2023-11-04,www.bluemarket.com
CUST-0124,Selin,Sahin,  Nova Tech  ,ANKARA,British Indian Ocean Territory (Chagos Archipelago),+90 595 672 37 71,+90 552 410 11 37,selin.sahin124@example.com,2023-10-02,www.novatech.com
CUST-0125,Ayşe,Aydin,BLUE MARKET,Adana,Netherlands,+90 593 467 49 43,+90 573 577 22 70,ayşe.aydin125@example.com,2024-09-10,www.bluemarket.com
CUST-0126,  Fatma  ,Arslan,Delta Soft,Istanbul,Azerbaijan,+90 563 402 29 35,+90 558 683 41 73,fatma.arslan126@example.com,2024-02-28,www.deltasoft.com
CUST-0127,Elif,Celik,Artemis Ltd,ADANA,United Kingdom,+90 533 655 92 17,+90 519 937 95 16,elif.celik127@example.com,2024-10-19,www.artemisltd.com
CUST-0128,  Ahmet  ,Sahin,Nova Tech,Samsun,  Turkey  ,+90 580 521 11 12,+90 545 648 46 12,ahmet.sahin128@example.com,2023-06-04,www.novatech.com
CUST-0129,Murat,DEMIR,Nova Tech,Antalya,France,+90 520 482 61 68,+90 599 331 48 97,  murat.demir129@example.com  ,2023-04-09,www.novatech.com
CUST-0130,Ahmet,Yilmaz,  Nova Tech  ,Istanbul,Turkey,+90 565 760 52 82,,ahmet.yilmaz130@example.com,2024-02-20,www.novatech.com
CUST-0131,Ali,  Sahin  ,  Blue Market  ,Antalya,Azerbaijan,+90 532 970 50 12,,ali.sahin131@example.com,2024-08-03,www.bluemarket.com
CUST-0132,SELIN,KOC,Nova Tech,Konya,Azerbaijan,+90 527 909 98 20,+90 554 154 22 65,SELIN.KOC132@EXAMPLE.COM,2023-11-03,www.novatech.com
CUST-0133,Ayşe,Arslan,Pixel House,Istanbul,British Indian Ocean Territory (Chagos Archipelago),+90 572 333 55 80,,ayşe.arslan133@example.com,2024-09-20,www.pixelhouse.com
CUST-0134,Ahmet,KOC,  Nova Tech  ,ANTALYA,United Kingdom,+90 529 857 59 50,+90 521 105 49 66,ahmet.koc134@example.com,2024-09-25,www.novatech.com
CUST-0135,Mehmet,Kaya,Blue Market,  Istanbul  ,  Azerbaijan  ,+90 586 903 51 59,+90 562 497 20 81,mehmet.kaya135@example.com,2024-03-17,www.bluemarket.com
CUST-0136,ECE,Ozturk,Blue Market,  Izmir  ,Netherlands,+90 548 595 19 56,+90 541 838 90 73,ece.ozturk136@example.com,2024-01-25,www.bluemarket.com
CUST-0137,Ayşe,Demir,Delta Soft,Adana,Netherlands,+90 593 708 27 48,+90 598 305 71 50,AYŞE.DEMIR137@EXAMPLE.COM,2023-01-07,www.deltasoft.com
CUST-0138,Murat,Arslan,DELTA SOFT,Konya,British Indian Ocean Territory (Chagos Archipelago),+90 524 677 35 85,,MURAT.ARSLAN138@EXAMPLE.COM,2024-10-10,www.deltasoft.com
CUST-0139,Deniz,YILMAZ,Sun Trade,Ankara,British Indian Ocean Territory (Chagos Archipelago),+90 596 611 27 91,+90 542 774 29 64,  deniz.yilmaz139@example.com  ,2024-04-17,www.suntrade.com
CUST-0140,Ece,Aydin,Pixel House,Konya,British Indian Ocean Territory (Chagos Archipelago),+90 599 931 78 86,+90 520 211 41 94,ece.aydin140@example.com,2024-02-15,www.pixelhouse.com
CUST-0141,Ece,Yilmaz,Pixel House,  Konya  ,Turkey,+90 575 864 76 81,+90 583 326 67 57,ece.yilmaz141@example.com,2024-10-22,www.pixelhouse.com
CUST-0142,Ece,Ozturk,Blue Market,  Ankara  ,  United Kingdom  ,+90 549 451 68 36,+90 554 587 22 66,ece.ozturk142@example.com,2023-12-20,www.bluemarket.com
CUST-0143,  Ayşe  ,Celik,  Nova Tech  ,Izmir,UNITED KINGDOM,+90 532 665 30 52,+90 569 337 61 90,AYŞE.CELIK143@EXAMPLE.COM,2023-04-28,www.novatech.com
CUST-0144,Ahmet,Koc,Artemis Ltd,Konya,UNITED KINGDOM,+90 545 870 18 83,+90 578 291 56 51,AHMET.KOC144@EXAMPLE.COM,2023-01-30,www.artemisltd.com
CUST-0145,Ayşe,Celik,Sun Trade,Konya,France,+90 568 732 32 96,,ayşe.celik145@example.com,2024-05-16,www.suntrade.com
CUST-0146,AYŞE,  Demir  ,Delta Soft,Izmir,Netherlands,+90 583 492 64 33,+90 578 810 92 32,ayşe.demir146@example.com,2023-05-01,www.deltasoft.com
CUST-0147,Mehmet,Demir,Delta Soft,  Samsun  ,British Indian Ocean Territory (Chagos Archipelago),+90 581 617 93 73,+90 572 525 66 72,MEHMET.DEMIR147@EXAMPLE.COM,2024-04-06,www.deltasoft.com
CUST-0148,  Ece  ,YILMAZ,Blue Market,Samsun,British Indian Ocean Territory (Chagos Archipelago),+90 580 623 24 83,+90 579 943 56 79,  ece.yilmaz148@example.com  ,2023-10-27,www.bluemarket.com
CUST-0149,Selin,  Aydin  ,Pixel House,Bursa,Turkey,+90 554 982 21 66,,SELIN.AYDIN149@EXAMPLE.COM,2023-08-12,www.pixelhouse.com
CUST-0150,Fatma,Sahin,Sun Trade,KONYA,Germany,+90 536 924 17 82,+90 545 711 78 31,fatma.sahin150@example.com,2024-08-25,www.suntrade.com
CUST-0151,Can,Polat,  Delta Soft  ,Konya,France,+90 526 818 26 41,+90 551 948 41 96,can.polat151@example.com,2024-06-10,www.deltasoft.com
